Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",2,20.0,10,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",4,35.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",5,40.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",6,40.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",7,40.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Squat (Barbell)",8,40.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",1,20.0,10,0,0,"",,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",2,20.0,10,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",3,25.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",4,30.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",5,37.5,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",6,45.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",7,45.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Bench Press (Barbell)",8,45.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",1,40.0,5,0,0,"",,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",2,40.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",3,60.0,5,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",4,65.0,4,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",5,70.0,2,0,0,,,
2016-09-11 11:00:00,"Early Morning Workout",34m,"Deadlift (Barbell)",6,75.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",4,35.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",5,40.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",6,45.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",7,45.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Squat (Barbell)",8,45.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",1,20.0,10,0,0,"",,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",2,25.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",3,25.0,7,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",4,27.5,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",5,27.5,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Strict Military Press (Barbell)",6,27.5,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Deadlift (Barbell)",1,40.0,5,0,0,"",,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Deadlift (Barbell)",2,50.0,5,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Deadlift (Barbell)",3,60.0,3,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Deadlift (Barbell)",4,70.0,3,0,0,,,
2016-09-13 17:00:49,"Early Morning Workout",42m,"Deadlift (Barbell)",5,80.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",4,40.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",5,45.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",6,50.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",7,50.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Squat (Barbell)",8,50.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",1,20.0,5,0,0,"",,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",2,20.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",3,27.5,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",4,32.5,4,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",5,40.0,4,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",6,47.5,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",7,47.5,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Bench Press (Barbell)",8,47.5,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",1,40.0,5,0,0,"",,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",2,40.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",3,60.0,5,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",4,70.0,3,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",5,80.0,2,0,0,,,
2016-09-18 11:00:16,"Morning Workout",48m,"Deadlift (Barbell)",6,85.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",4,40.0,4,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",5,50.0,3,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",6,55.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",7,55.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Squat (Barbell)",8,55.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",2,20.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",3,22.5,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",4,25.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",5,27.5,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",6,30.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",7,30.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Strict Military Press (Barbell)",8,30.0,4,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",1,50.0,5,0,0,"",,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",2,50.0,5,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",3,60.0,4,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",4,70.0,3,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",5,80.0,2,0,0,,,
2016-09-20 17:00:18,"Morning Workout",45m,"Deadlift (Barbell)",6,90.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-09-25 11:00:55,"Morning Workout",39m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Squat (Barbell)",3,40.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Squat (Barbell)",4,40.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",1,20.0,5,0,0,"",,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",2,20.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",3,30.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",4,40.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",5,50.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",6,50.0,5,0,0,,,
2016-09-25 11:00:55,"Morning Workout",39m,"Bench Press (Barbell)",7,50.0,7,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",4,40.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",5,50.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",6,60.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",7,60.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Squat (Barbell)",8,60.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",2,20.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",3,22.5,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",4,25.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",5,27.5,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",6,30.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",7,30.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Strict Military Press (Barbell)",8,30.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Deadlift (Barbell)",1,50.0,5,0,0,"",,
2016-10-02 11:00:58,"Morning Workout",54m,"Deadlift (Barbell)",2,60.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Deadlift (Barbell)",3,70.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Deadlift (Barbell)",4,80.0,5,0,0,,,
2016-10-02 11:00:58,"Morning Workout",54m,"Deadlift (Barbell)",5,90.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",3,40.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",4,50.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",5,60.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",6,60.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Squat (Barbell)",7,60.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",1,20.0,10,0,0,"",,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",2,30.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",3,40.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",4,50.0,3,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",5,52.5,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",6,52.5,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Bench Press (Barbell)",7,55.0,7,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Deadlift (Barbell)",1,50.0,5,0,0,"",,
2016-10-04 17:00:44,"Morning Workout",48m,"Deadlift (Barbell)",2,70.0,5,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Deadlift (Barbell)",3,80.0,3,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Deadlift (Barbell)",4,90.0,2,0,0,,,
2016-10-04 17:00:44,"Morning Workout",48m,"Deadlift (Barbell)",5,95.0,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",3,30.0,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",4,40.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",5,40.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",6,40.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",7,40.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Squat (Barbell)",8,40.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",2,25.0,4,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",3,30.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",4,32.5,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",5,32.5,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Strict Military Press (Barbell)",6,32.5,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Deadlift (Barbell)",1,50.0,5,0,0,"",,
2016-10-10 17:00:39,"Morning Workout",49m,"Deadlift (Barbell)",2,70.0,5,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Deadlift (Barbell)",3,80.0,3,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Deadlift (Barbell)",4,90.0,2,0,0,,,
2016-10-10 17:00:39,"Morning Workout",49m,"Deadlift (Barbell)",5,100.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",3,40.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",4,40.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",5,50.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",6,50.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",7,40.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Squat (Barbell)",8,40.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",1,20.0,10,0,0,"",,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",2,30.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",3,40.0,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",4,50.0,3,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",5,55.0,2,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",6,57.5,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",7,57.5,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Bench Press (Barbell)",8,57.5,5,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Deadlift (Barbell)",1,50.0,5,0,0,"",,
2016-10-12 17:00:44,"Morning Workout",56m,"Deadlift (Barbell)",2,70.0,4,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Deadlift (Barbell)",3,90.0,3,0,0,,,
2016-10-12 17:00:44,"Morning Workout",56m,"Deadlift (Barbell)",4,102.5,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",2,30.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",3,40.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",4,50.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",5,50.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Squat (Barbell)",6,50.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",2,20.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",3,30.0,3,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",4,35.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",5,35.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Strict Military Press (Barbell)",6,35.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Power Clean",1,3.0,20,0,0,"",,
2016-10-14 17:00:50,"Morning Workout",45m,"Power Clean",2,30.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Power Clean",3,40.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Power Clean",4,40.0,5,0,0,,,
2016-10-14 17:00:50,"Morning Workout",45m,"Power Clean",5,40.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",2,40.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",3,50.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",4,50.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",5,55.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Squat (Barbell)",6,60.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",1,20.0,10,0,0,"",,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",2,30.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",3,40.0,4,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",4,50.0,3,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",5,60.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",6,60.0,5,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Bench Press (Barbell)",7,60.0,7,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Deadlift (Barbell)",1,60.0,5,0,0,"",,
2016-10-18 17:00:21,"Morning Workout",29m,"Deadlift (Barbell)",2,80.0,4,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Deadlift (Barbell)",3,90.0,3,0,0,,,
2016-10-18 17:00:21,"Morning Workout",29m,"Deadlift (Barbell)",4,105.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",2,20.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",3,40.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",4,50.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",5,60.0,6,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",6,65.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",7,65.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Squat (Barbell)",8,65.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",2,20.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",3,30.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",4,36.5,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",5,36.5,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Strict Military Press (Barbell)",6,36.5,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",1,30.0,5,0,0,"",,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",2,30.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",3,40.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",4,50.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",5,50.0,5,0,0,,,
2016-10-20 17:00:31,"Morning Workout",48m,"Bent Over Row (Barbell)",6,50.0,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",1,20.0,10,0,0,"","",
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",2,40.0,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",3,50.0,3,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",4,60.0,2,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",5,67.5,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",6,67.5,4,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Squat (Barbell)",7,67.5,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",1,20.0,10,0,0,"",,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",2,35.0,4,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",3,50.0,3,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",4,61.5,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",5,62.5,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Bench Press (Barbell)",6,64.0,5,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Deadlift (Barbell)",1,60.0,5,0,0,"",,
2016-10-22 11:00:09,"Morning Workout",50m,"Deadlift (Barbell)",2,80.0,3,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Deadlift (Barbell)",3,95.0,2,0,0,,,
2016-10-22 11:00:09,"Morning Workout",50m,"Deadlift (Barbell)",4,110.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",2,40.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",3,60.0,3,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",4,70.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",5,70.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Squat (Barbell)",6,70.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",1,20.0,5,0,0,"",,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",2,20.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",3,30.0,3,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",4,37.5,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",5,37.5,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Strict Military Press (Barbell)",6,37.5,4,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",1,20.0,5,0,0,"",,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",2,30.0,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",3,40.0,3,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",4,52.5,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",5,52.5,5,0,0,,,
2016-10-24 15:59:35,"Presses and Rows",48m,"Bent Over Row (Barbell)",6,52.5,5,0,0,,,
2016-10-27 17:17:10,"Benches and Chins",37m,"Squat (Barbell)",1,20.0,5,0,0,"","",
2016-10-27 17:17:10,"Benches and Chins",37m,"Squat (Barbell)",2,40.0,5,0,0,,,
2016-10-27 17:17:10,"Benches and Chins",37m,"Squat (Barbell)",3,60.0,3,0,0,,,
